mapped_taxid	genome_taxids:kmers_mapped:total_genome_kmers
562	155864:542877:5620376 481805:1026986:4746145 386585:537401:5594258 316385:888252:4686064 511145:892292:4641579 362663:2395067:4938847 405955:3232258:5497434 331111:564212:5248777 331112:953769:4643465 364106:3277630:5179825 199310:2577649:5231355 
502800	502800:615348:4689368 
444177	444177:4804892:4817317 
220668	220668:3325777:3348332 
1643950	391009:621:1915165 381764:326:1948868 
114627	350688:1992:3123485 293826:2792:4929493 
2182	444158:15:1744120 419665:64:1569427 406327:20:1719975 243232:58:1664897 267377:15:1661064 402880:15:1788900 426368:15:1772621 
351605	351605:5133287:5136291 
387092	387092:1876916:1877858 
210007	210007:2027119:2032852 
2184	444158:4275:1744120 419665:636:1569427 406327:8008:1719975 267377:4140:1661064 402880:4585:1788900 426368:5624:1772621 
115713	115713:13706:1230157 
32061	316274:160:6785211 324602:93:5258468 383372:4:5723225 357808:16:5801525 
384676	384676:5794955:5888707 
32064	324602:90:5258468 383372:60:5723225 357808:52:5801525 
186826	516950:2485:2209125 373153:1265:2046042 362948:1100:2133685 293653:1200:1838489 299033:1623:1999545 210007:1294:2032852 205921:2118:2127766 370552:1200:1928179 370553:1200:1860282 321956:1954:1856878 370551:1200:1836394 391295:1116:2096236 370554:1200:1937038 390333:1596:1864925 160491:1192:1841198 349519:3106:1896249 467705:2414:2196589 314315:1310:1884588 391296:1151:2095625 193567:1001:1894202 387344:4115:2340009 487214:1815:2245542 226185:3020:3359682 272621:348:1993487 272623:2668:2365516 272622:7515:2597910 334390:3691:2098612 220668:7004:3348332 186103:1246:1894944 208435:2146:2160194 321967:12578:2924179 322159:5815:1863959 203123:11595:1780444 203120:5380:2075617 299768:5229:1796153 324831:397:1894287 388919:1052:2388362 264199:4948:1796773 405566:5115:2080858 257314:807:1992603 211110:2130:2211412 286636:1200:1899804 160490:1195:1852360 171101:1265:2038542 319701:1200:1897500 170187:1265:2160769 416870:3491:2529405 278197:1026:1832314 198466:1200:1900448 
326442	326442:3840588:3850126 
101510	101510:9695761:9702445 
212042	212042:1469995:1471209 
374847	374847:1590684:1590684 
77643	233413:4179098:4345419 336982:4180833:4424362 419947:4175354:4419904 83332:4167518:4411459 83331:4158304:4403764 410289:4207774:4374449 
234826	234826:1196625:1197614 
227882	227882:9086157:9119749 
727	374930:969728:1812960 374931:1033904:1887119 71421:1012753:1830065 281310:1106346:1914417 
724	374930:175:1812960 374931:163:1887119 71421:156:1830065 281310:171:1914417 233412:170:1698882 
227941	227941:1173473:1181210 
220341	220341:342735:5133494 
360104	360104:2093322:2099194 
46170	451516:1685639:2899810 367830:1681953:2917177 93062:1631644:2813716 93061:1656992:2821288 426430:1698780:2878824 158879:1634618:2839323 158878:1711899:2903490 418127:1707556:2880095 359786:1760194:2936983 359787:1761145:2936790 282459:1636173:2820308 282458:549411:2902546 196620:1651072:2820389 
97050	246200:1353:4600902 292414:2071:4153480 
216594	216594:3876311:6659998 
74546	74546:1654543:1709131 
452637	452637:5957532:5957532 
1162	240292:323962:7068309 103690:316121:7211278 63737:10592:9058753 
382640	382640:2624928:2642258 
360107	360107:1712126:1714805 
331678	331678:2709741:2736330 
1359	272622:983001:2597910 416870:976329:2529405 
171551	431947:162:2354813 242619:162:2343403 435591:462:4811306 
335928	78245:2694:5624952 438753:3728:5369699 
272568	272568:3992569:3999372 
633	349747:666250:4934906 502800:700645:4689368 273123:698934:4840679 
205920	205920:1173389:1176175 
205921	205921:470051:2127766 
138677	138677:15444:1226492 
360109	360109:1486147:1845033 
283166	283166:1917329:1930974 
272563	272563:4287345:4297987 
272560	272560:721820:7247401 
272561	272561:104778:1042446 
439375	439375:5186774:5205339 
206379	323848:505:3234017 228410:388:2812021 335283:386:2781605 
357544	357544:1334439:1605590 
251221	251221:4658667:4658946 
953	163164:838:1267709 292805:828:1080011 
349521	349521:7208446:7215194 
1298	243230:934:3283864 319795:1046:3246799 
1117	449447:541:5842722 316278:1165:2224841 32051:3643:2366907 146891:738:1669813 1148:381:3946654 64471:2923:2606675 59920:736:1842826 1140:567:2742123 59922:4506:2682602 240292:1665:7068309 43989:416:5459939 321327:472:2932693 251221:161:4658946 93059:1322:1688890 197221:193:2593784 167546:741:1641806 167542:734:1704103 74547:4210:2410800 74546:755:1709131 103690:1645:7211278 32049:391:3409424 59919:738:1657917 63737:1309:9058753 203124:458:7750035 110662:3212:2510586 269084:567:2696182 84588:3037:2434355 93060:738:1738717 316279:2764:2234755 167539:1253:1751007 167555:660:1864658 321332:358:3046609 329726:774:10899575 
620	198215:378412:4599281 198214:530007:4828674 373384:386698:4574211 344609:425402:4874221 300269:525552:5054951 300268:426017:4646374 300267:237571:4560692 
1118	321327:28:2932693 449447:697:5842722 316278:46:2224841 32051:104:2366907 110662:27:2510586 269084:517:2696182 1148:655:3946654 64471:60:2606675 84588:22:2434355 1140:517:2742123 43989:686:5459939 316279:62:2234755 32049:658:3409424 321332:181:3046609 197221:285:2593784 329726:691:10899575 
260799	260799:10372:5228590 
204773	204773:3391734:3424234 
66692	66692:4294572:4303798 
292459	292459:3565041:3566062 
290339	290339:4460394:4530558 
190304	190304:2173839:2174427 
374463	374463:685294:686121 
393011	393011:38243:1895654 
297246	297246:1906067:3635349 
405955	405955:637984:5497434 
297245	297245:2217442:3405373 
216816	205913:1458857:2389307 206672:1447778:2260120 
487	272831:1128153:2194888 374833:1117018:2153343 122586:1255349:2272287 122587:1249455:2184333 
338187	338187:5981672:6058158 
482	272831:240722:2194888 374833:229295:2153343 242231:379916:2153849 122586:234902:2272287 122587:226660:2184333 
343509	343509:4279054:4292210 
471472	471472:22894:1038769 
387093	387093:2560699:2562204 
483179	483179:117056:3312623 
204457	264203:408:2056290 392499:381:5915027 279238:2361:4233095 314225:1035:3052325 317655:407:3373567 
204455	272943:4:4602466 349101:4:4489161 318586:24:5235975 349102:14:4556689 228405:32:3704948 292414:70:4153480 290400:8:4403903 246200:83:4600902 398580:18:4417430 375451:14:4330869 394221:94:3368707 
194924	882:940:3773013 363253:391:1718722 391774:940:3661245 207559:470:3730159 
177439	177439:3656637:3659415 
401614	401614:1047361:1909958 
317655	317655:3371955:3373567 
470	400667:2136983:4001238 405416:2194487:3996542 509173:2170583:3936218 509170:1619169:3589856 
1301283	321327:14:2932693 449447:94:5842722 316278:7:2224841 32051:13:2366907 269084:128:2696182 1148:212:3946654 64471:12:2606675 84588:13:2434355 1140:128:2742123 43989:134:5459939 316279:12:2234755 32049:216:3409424 321332:14:3046609 197221:18:2593784 329726:308:10899575 203124:536:7750035 
374833	374833:632611:2153343 
393305	393305:4606586:4683474 
484022	484022:2025459:2049565 
206672	206672:804881:2260120 
220664	220664:7025457:7074820 
42897	198215:242337:4599281 198214:245217:4828674 
